根	音节	字对	位置	首末同时	权重	字1分读音频次	字2分读音频次	字1整字频次排名	字2整字频次排名	字1待分配	字2待分配
龶	ze	择—责	首根	False	9173	9173	10098	670	633	93	2
龶	xing	型—性	末根	False	7484	7484	28018	787	281	18	84
龶	xing	型—星	末根	False	7484	7484	20942	787	349	18	32
龶	xing	型—醒	末根	False	7484	7484	11117	787	595	18	39
龶	sheng	圣—胜	末根	False	6510	11842	6510	541	860	333	2
龶	xing	型—姓	末根	False	1996	7484	1996	787	1501	18	1
龶	sheng	圣—牲	末根	False	1880	11842	1880	541	1535	333	0
龶	xing	型—猩	末根	False	685	7484	685	787	2171	18	0
龶	xing	型—腥	末根	False	372	7484	372	787	2547	18	0
龶	xing	型—惺	末根	False	156	7484	156	787	3029	18	0
龶	long	垄—隆	末根	False	47	47	1483	3716	1604	0	242
龶	fu	扶—麸	首根	True	44	767	44	2104	3748	0	0
龶	fu	抚—麸	首根	False	44	1215	44	1827	3748	0	0
龶	fu	拂—麸	首根	False	44	104	44	3261	3748	0	0
龶	long	垄—窿	末根	False	33	47	33	3716	3885	0	0
龶	sheng	圣—笙	末根	False	14	11842	14	541	4054	333	10
龶	dian	垫—靛	首根	False	12	1103	12	1887	4357	0	0
龶	dian	掂—靛	首根	False	12	82	12	3387	4357	0	0
龶	ao	拗—敖	首根	False	7	7	61	4023	3556	14	0
龶	ao	拗—熬	首根	False	7	7	1014	4023	1932	14	0
龶	ao	拗—獒	首根	False	7	7	8	4023	4502	14	0
龶	ao	拗—螯	首根	False	7	7	19	4023	4149	14	0
龶	ao	拗—遨	首根	False	7	7	25	4023	4036	14	0
龶	ao	拗—鳌	首根	False	4	7	4	4023	4786	14	0
龶	ao	拗—骜	首根	False	3	7	3	4023	4865	14	0
龶	ao	拗—鏊	首根	False	1	7	1	4023	4857	14	2
龶	ao	嶅—拗	首根	False	0	0	7	5821	4023	0	14
龶	ao	拗—聱	首根	False	0	7	0	4023	6987	14	0
龶	biao	摽—表	首根	False	0	0	31283	5979	252	0	112
龶	dao	捣—纛	首根	False	0	701	0	2157	6895	0	0
龶	dao	捯—纛	首根	False	0	0	0	5065	6895	1	0
龶	fu	拊—麸	首根	False	0	0	44	5950	3748	0	0
龶	ji	技—𪟝	首根	False	0	5226	0	966	7946	7	0
龶	ji	挤—𪟝	首根	False	0	1438	0	1723	7946	0	0
龶	ji	掎—𪟝	首根	False	0	0	0	5962	7946	0	0
龶	long	垄—漋	末根	False	0	47	0	3716	6351	0	0
龶	long	垄—癃	末根	False	0	47	0	3716	6662	0	0
龶	sheng	牲—陞	末根	False	0	1880	0	1535	7651	0	0
龶	sheng	生—陞	末根	False	0	162340	0	48	7651	385	0
龶	sheng	笙—陞	末根	False	0	14	0	4054	7651	10	0
龶	sheng	胜—陞	末根	False	0	6510	0	860	7651	2	0
龶	su	塑—甦	末根	False	0	1269	0	1795	6619	15	0
龶	xing	型—煋	末根	False	0	7484	0	787	6434	18	0
龶	xing	型—瑆	末根	False	0	7484	0	787	6577	18	0
鹿	mi	靡—麋	首根	False	48	97	48	3296	3714	0	0
鹿	lu	庐—鹿	首根	False	27	27	810	3982	2068	0	4
鹿	mi	糜—麋	首根	True	15	15	48	3868	3714	19	0
鹿	ji	疾—麂	首根	False	7	1353	7	1763	4572	0	0
鹿	ji	瘠—麂	首根	False	7	13	7	4325	4572	0	0
鹿	ao	廒—鏖	首根	False	0	0	8	5855	4513	0	0
鹿	jing	痉—麖	首根	False	0	164	0	2999	7876	0	0
鹿	mi	縻—麋	首根	False	0	0	48	6892	3714	0	0
鹿	she	厍—麝	首根	False	0	0	37	5507	3834	0	0
鹿	you	疣—麀	首根	False	0	36	0	3839	7872	0	0
鹿	zhu	疰—麈	首根	True	0	0	0	6642	7874	0	0
鹿	zhu	瘃—麈	首根	False	0	0	0	6649	7874	0	0
鹿旁	fu	府—鄜	首根	False	0	4402	0	1054	7522	0	0
鹿旁	fu	腐—鄜	首根	False	0	1209	0	1830	7522	0	0
鹿旁	lin	廪—麟	首根	False	0	0	27	5859	3998	0	0
龙	pang	乓—庞	末根	False	197	197	725	2869	2121	0	22
尤	you	友—尤	首根	False	2446	40103	2446	204	1323	46	233
尤	you	右—尤	首根	False	2446	4782	2446	1018	1323	1	233
尤	you	尤—有	首根	False	2446	2446	533518	1323	13	233	113
石	shi	事—石	首根	False	5825	179670	5825	46	835	46	1071
石	shi	始—石	末根	False	5825	33675	5825	242	835	3	1071
石	shi	拾—石	末根	False	2362	2362	5825	1402	835	0	1071
石	wan	万—碗	首根	False	1145	15431	1145	381	1870	2904	0
石	yan	岩—沿	末根	False	877	960	877	1961	2021	2	0
石	wan	碗—顽	首根	False	516	1145	516	1870	2345	0	2
石	yan	焉—研	首根	False	167	167	4261	2985	1066	0	2
石	beng	泵—甭	首根	False	107	165	107	2992	3249	0	0
石	wan	碗—豌	首根	True	104	1145	104	1870	3263	0	0
石	qi	妻—砌	首根	False	45	8809	45	698	3732	0	0
石	bang	帮—磅	首根	False	27	51009	27	164	1769	4	1311
石	bang	磅—邦	首根	False	27	27	3068	1769	1220	1311	172
石	li	吏—砾	首根	False	23	23	54	4058	3631	0	0
石	ji	矶—髻	首根	False	11	2697	11	1309	4395	31	0
石	li	吏—砺	首根	False	10	23	10	4058	4412	0	0
石	yan	焉—砚	首根	False	5	167	5	2985	4668	0	0
石	pi	丕—砒	首根	False	4	4	24	4524	4053	3	0
石	zhi	治—跖	末根	False	4	11650	4	554	4762	290	0
石	zhi	知—跖	末根	False	4	211504	4	37	4762	38	0
石	zhi	蜘—跖	末根	False	4	765	4	2098	4762	4	0
石	qi	妻—碛	首根	False	2	8809	2	698	4946	0	0
石	dong	动—硐	首根	False	1	48984	1	167	5129	290	0
石	zhe	哲—柘	末根	False	1	808	1	2012	5074	79	0
石	ai	叆—砹	首根	False	0	0	2	5512	4945	0	0
石	ai	叆—碍	首根	False	0	0	1983	5512	1504	0	3
石	cao	曹—𥕢	首根	True	0	278	0	2693	7923	6	0
石	chu	亍—础	首根	False	0	0	548	5373	2315	0	0
石	di	䃅—髢	首根	False	0	0	0	5332	7762	0	0
石	di	砥—髢	首根	False	0	16	0	4223	7762	0	0
石	di	碲—髢	首根	False	0	0	0	6743	7762	0	0
石	dun	砘—趸	首根	False	0	0	19	6714	4153	0	0
石	dun	砘—顿	首根	False	0	0	6503	6714	682	0	2603
石	dun	礅—趸	首根	False	0	0	19	6757	4153	0	0
石	dun	礅—顿	首根	False	0	0	6503	6757	682	0	2603
石	fu	副—砆	首根	False	0	3750	0	1133	6710	0	0
石	geng	更—𬒔	首根	False	0	35388	0	231	8024	9	0
石	hua	砉—话	末根	False	0	0	99778	6711	81	0	101
石	hui	惠—硊	首根	False	0	890	0	1914	6724	150	0
石	hun	碈—魂	首根	False	0	0	4389	6736	1058	0	0
石	huo	佸—𬴃	末根	False	0	0	0	5401	8086	0	0
石	huo	和—𬴃	末根	False	0	897	0	52	8086	635	0
石	huo	活—𬴃	末根	False	0	38216	0	216	8086	20	0
石	huo	耠—𬴃	末根	False	0	0	0	6975	8086	0	0
石	huo	豁—𬴃	末根	False	0	1663	0	1635	8086	0	0
石	jiang	礓—豇	首根	False	0	0	0	6759	7376	0	0
石	nao	孬—硇	首根	False	0	129	0	3146	6723	0	0
石	pi	否—砒	首根	False	0	0	24	509	4053	0	0
石	pi	砒—邳	首根	False	0	24	0	4053	7486	0	0
石	qi	亓—砌	首根	False	0	0	45	5374	3732	0	0
石	qi	亓—碛	首根	False	0	0	2	5374	4946	0	0
石	qi	亓—碶	首根	False	0	0	0	5374	6744	0	0
石	qi	亓—磜	首根	False	0	0	0	5374	6750	0	0
石	qi	妻—碶	首根	False	0	8809	0	698	6744	0	0
石	qi	妻—磜	首根	False	0	8809	0	698	6750	0	0
石	qi	砌—郪	首根	False	0	45	0	3732	7508	0	0
石	qi	碛—郪	首根	False	0	2	0	4946	7508	0	0
石	qi	碶—郪	首根	False	0	0	0	6744	7508	0	0
石	qi	磜—郪	首根	False	0	0	0	6750	7508	0	0
石	qing	磬—苘	末根	False	0	0	0	6752	7082	0	0
石	shi	䴓—石	首根	False	0	0	5825	5361	835	0	1071
石	shi	始—炻	末根	False	0	33675	0	242	6413	3	0
石	shi	始—祏	末根	False	0	33675	0	242	6768	3	0
石	shi	始—鼫	末根	False	0	33675	0	242	7895	3	0
石	shi	拾—炻	末根	False	0	2362	0	1402	6413	0	0
石	shi	拾—祏	末根	False	0	2362	0	1402	6768	0	0
石	shi	拾—鼫	末根	False	0	2362	0	1402	7895	0	0
石	ta	塔—拓	末根	False	0	2439	0	883	2819	3719	29
石	ta	拓—鞳	末根	False	0	0	0	2819	7693	29	0
石	xia	下—硖	首根	False	0	153497	0	53	6728	68	0
石	xia	夏—硖	首根	False	0	3530	0	1144	6728	161	0
石	xing	刑—硎	首根	True	0	2749	0	1299	6726	52	0
石	xing	型—硎	首根	False	0	7484	0	787	6726	18	0
石	xing	形—硎	首根	False	0	6988	0	828	6726	6	0
石	xing	硎—邢	首根	False	0	0	16	6726	4235	0	0
石	yan	岩—铅	末根	False	0	960	0	1961	2420	2	193
石	yan	研—鄢	首根	False	0	4261	0	1066	7525	2	0
石	yan	砚—鄢	首根	False	0	5	0	4668	7525	0	0
石	zao	遭—𥖨	首根	False	0	2455	0	1380	7924	0	0
石	zhe	喆—柘	末根	False	0	0	1	4074	5074	22	0
石	zhen	砧—鬒	首根	False	0	31	0	3923	7768	0	0
斤	qi	祈—齐	末根	False	1322	2293	1322	1421	1631	0	350
斤	qi	祈—脐	末根	False	170	2293	170	1421	2970	0	0
斤	qi	圻—脐	末根	False	0	0	170	5584	2970	0	0
斤	qi	圻—荠	末根	False	0	0	0	5584	4680	0	2
斤	qi	圻—蛴	末根	False	0	0	0	5584	7249	0	0
斤	qi	圻—齐	末根	False	0	0	1322	5584	1631	0	350
斤	qi	祈—荠	末根	False	0	2293	0	1421	4680	0	2
斤	qi	祈—蛴	末根	False	0	2293	0	1421	7249	0	0
斤	qi	脐—蕲	末根	False	0	170	0	2970	7199	0	0
斤	qi	荠—蕲	末根	True	0	0	0	4680	7199	2	0
斤	qi	蕲—蛴	末根	False	0	0	0	7199	7249	0	0
斤	qi	蕲—齐	末根	False	0	0	1322	7199	1631	0	350
斤	yin	吲—龂	末根	False	0	0	0	5519	7904	0	0
斤	yin	引—龂	末根	False	0	9262	0	669	7904	35	0
斤	yin	蚓—龂	末根	False	0	34	0	3870	7904	0	0
斥	chai	拆—钗	末根	False	0	1242	0	1815	7568	1	0
雨	yu	与—雨	首根	False	3156	17257	3156	407	1229	5	33
雨	yu	於—雨	末根	False	258	258	3156	2742	1229	0	33
雨	yu	淤—雨	末根	False	198	198	3156	2864	1229	0	33
雨	yu	瘀—雨	末根	False	190	190	3156	2895	1229	0	33
雨	yu	欤—雨	首根	False	0	0	3156	6175	1229	0	33
⻗	wu	武—雾	首根	False	853	6442	853	859	2039	74	3
⻗	wu	雾—鹉	首根	False	131	853	131	2039	3137	3	0
⻗	xia	下—霞	首根	False	39	153497	39	53	3812	68	0
⻗	xia	夏—霞	首根	True	39	3530	39	1144	3812	161	0
⻗	mai	迈—霾	首根	False	34	3574	34	1101	3879	391	0
⻗	li	吏—雳	首根	False	23	23	184	4058	2912	0	2
⻗	pi	丕—霹	首根	False	4	4	187	4524	2911	3	0
⻗	ai	叆—霭	首根	False	0	0	3	5512	4862	0	0
⻗	ji	霁—髻	首根	False	0	0	11	7669	4395	0	0
⻗	lou	剅—露	首根	False	0	0	815	5476	914	0	1660
⻗	mai	劢—霾	首根	False	0	0	34	5487	3879	0	0
⻗	pi	否—霹	首根	False	0	0	187	509	2911	0	0
⻗	pi	邳—霹	首根	False	0	0	187	7486	2911	0	0
⻗	yu	与—雩	首根	False	0	17257	0	407	7667	5	0
⻗	yu	欤—雩	首根	False	0	0	0	6175	7667	0	0
⻗	zhen	震—鬒	首根	False	0	2442	0	1382	7768	1	0
而	er	二—而	首根	False	16418	16418	72450	414	113	396	12
而	chuan	喘—川	末根	False	730	841	730	2046	2091	1	47
而	chuan	串—喘	末根	True	698	698	841	2158	2046	1	1
而	chuan	喘—氚	末根	False	8	841	8	2046	4495	1	0
而	er	二—鸸	首根	False	4	16418	4	414	4788	396	0
而	chuan	喘—钏	末根	False	0	841	0	2046	7565	1	0
而	er	二—耏	首根	False	0	16418	0	414	6969	396	0
面	ye	噎—靥	末根	False	15	136	15	3105	4269	0	0
面	mian	丏—勔	首根	False	0	0	0	5369	5493	0	0
面	mian	丏—面	首根	False	0	0	66997	5369	126	0	18
山	ai	癌—蔼	末根	False	136	1605	136	1652	3107	5	0
山	qiao	乔—峭	首根	False	49	5611	49	847	3698	1041	0
山	xun	峋—巡	首根	False	13	13	1860	4311	1532	0	26
山	zai	崽—甾	首根	False	5	343	5	2578	4666	0	0
山	ai	癌—霭	末根	False	3	1605	3	1652	4862	5	0
山	chuan	川—遄	首根	False	0	730	0	2091	7469	47	0
山	gui	刿—归	首根	False	0	0	4197	5474	1068	0	38
山	ji	偈—嵇	末根	False	0	0	0	5431	5809	0	0
山	jiao	剿—峤	首根	False	0	21	0	4093	5785	0	0
山	jiao	剿—峧	首根	False	0	21	0	4093	5786	0	0
山	jie	岊—揭	末根	False	0	0	1706	5764	1612	0	0
山	jie	岊—碣	末根	False	0	0	0	5764	6740	0	0
山	jie	岊—竭	末根	False	0	0	781	5764	2057	0	45
山	jie	岊—羯	末根	False	0	0	50	5764	3690	0	0
山	jiu	㠇—旧	首根	False	0	0	3620	5303	1155	0	10
山	nao	垴—峱	末根	False	0	0	0	5614	5788	0	0
山	nao	峱—恼	末根	False	0	0	1188	5788	1843	0	0
山	nao	峱—脑	末根	False	0	0	13921	5788	489	0	13
山	qiao	乔—峤	首根	True	0	5611	0	847	5785	1041	0
山	shi	峙—师	首根	False	0	0	21194	3400	345	2	132
山	si	㟃—兕	首根	False	0	0	1	5302	5021	0	0
束	zheng	整—正	首根	True	18014	18014	57134	390	149	7	81
束	shu	书—束	末根	False	11220	13244	11220	503	594	116	1
束	shu	术—束	末根	False	11220	12677	11220	522	594	167	1
束	zheng	政—整	首根	False	8146	8146	18014	728	390	40	7
束	shu	束—沭	末根	False	7	11220	7	594	4541	1	0
束	shu	戍—束	末根	False	4	4	11220	4656	594	1	1
束	chi	敕—豉	首根	True	3	3	5	4812	4690	0	0
束	shu	束—秫	末根	False	0	11220	0	594	6787	1	0
束	shu	束—𬬸	末根	False	0	11220	0	594	8058	1	0
束	su	甦—速	首根	False	0	0	6270	6619	873	0	5
朿	zao	枣—遭	首根	False	25	25	2455	4027	1380	0	0
朿	ji	棘—髻	首根	False	11	402	11	2494	4395	1	0
朿	ji	戢—棘	末根	False	0	0	402	5933	2494	0	1
朿	ji	棘—蕺	末根	False	0	402	0	2494	7201	1	0
艮	yan	眼—阏	末根	False	0	19246	0	364	7638	1	0
艮	yan	阏—餍	末根	False	0	0	1	7638	5267	0	0
亠	wang	往—望	末根	False	11516	11516	36771	571	224	0	20
亠	wang	往—王	末根	False	9503	11516	9503	571	652	0	230
亠	dan	丹—但	末根	False	4356	4356	122205	1001	68	534	31
亠	dan	丹—担	末根	False	4356	4356	15900	1001	434	534	0
亠	dan	丹—旦	末根	False	3661	4356	3661	1001	1147	534	0
亠	dan	丹—胆	末根	False	2484	4356	2484	1001	1370	534	3
亠	wang	往—旺	末根	False	446	11516	446	571	2367	0	52
亠	wang	往—汪	末根	False	252	11516	252	571	2747	0	2
亠	wang	往—枉	末根	False	160	11516	160	571	3010	0	0
亠	tan	坍—坦	末根	True	82	82	4449	3386	1004	0	431
亠	tan	坍—袒	末根	False	82	82	107	3386	3251	0	0
亠	tan	坍—檀	末根	False	52	82	52	3386	3652	0	0
亠	dan	丹—疸	末根	False	7	4356	7	1001	4547	534	0
亠	tan	坍—钽	末根	False	1	82	1	3386	5230	0	0
亠	dan	丹—亶	末根	False	0	4356	0	1001	5376	534	0
亠	dan	丹—疍	末根	False	0	4356	0	1001	6635	534	0
亠	dan	丹—膻	末根	False	0	4356	0	1001	7021	534	0
亠	tan	坍—璮	末根	False	0	82	0	3386	6603	0	0
亠	wang	尪—往	末根	False	0	0	11516	5756	571	0	0
亠	zhan	旃—鳣	末根	False	0	0	0	5997	7832	0	0
亠	zhan	旃—𫗴	末根	False	0	0	0	5997	7978	0	0
亠	zhan	栴—鳣	末根	False	0	0	0	6094	7832	0	0
亠	zhan	栴—𫗴	末根	False	0	0	0	6094	7978	0	0
定字底	di	堤—的	末根	False	173	173	12674	2949	2	0	12415
定字底	di	提—的	末根	False	96	96	12674	311	2	1366	12415
定字底	di	堤—玓	末根	False	0	173	0	2949	6508	0	0
定字底	di	堤—菂	末根	False	0	173	0	2949	7129	0	0
定字底	di	提—玓	末根	False	0	96	0	311	6508	1366	0
定字底	di	提—菂	末根	False	0	96	0	311	7129	1366	0
定字底	di	玓—踶	末根	False	0	0	0	6508	7423	0	0
定字底	di	玓—鞮	末根	False	0	0	0	6508	7690	0	0
定字底	di	的—踶	末根	False	0	12674	0	2	7423	12415	0
定字底	di	的—鞮	末根	False	0	12674	0	2	7690	12415	0
定字底	di	菂—踶	末根	False	0	0	0	7129	7423	0	0
定字底	di	菂—鞮	末根	False	0	0	0	7129	7690	0	0
畏下	chan	冁—搀	末根	False	0	0	62	5461	3535	0	0
畏下	chan	冁—谗	末根	False	0	0	6	5461	4610	0	0
畏下	chan	冁—馋	末根	False	0	0	38	5461	3823	0	0
疋	dan	弹—蛋	首根	False	8189	8189	19134	574	366	2467	1
疋	chu	怵—楚	末根	False	5	5	10654	4654	615	0	29
疋	chu	怵—憷	末根	True	1	5	1	4654	5064	0	0
疋	chu	怵—濋	末根	False	0	5	0	4654	6388	0	0
疋	chu	怵—𬺓	末根	False	0	5	0	4654	8105	0	0
疋	dan	弹—疍	首根	False	0	8189	0	574	6635	2467	0
业	ye	业—噎	末根	False	136	13872	136	490	3105	56	0
业	xian	孅—显	末根	False	0	0	10896	5742	607	0	82
业	xu	嘘—戌	末根	False	0	170	0	1408	4901	2173	2
业	xu	墟—戌	末根	False	0	172	0	2952	4901	0	2
业	xu	戌—虚	末根	False	0	0	2370	4901	1400	2	1
亚	wu	恶—武	首根	False	1330	1330	6442	533	859	18	74
亚	yan	严—焉	首根	False	167	6567	167	855	2985	2	0
亚	wu	恶—鹉	首根	False	131	1330	131	533	3137	18	0
亚	yan	严—鄢	首根	False	0	6567	0	855	7525	2	0
亚	zi	鄑—髭	首根	False	0	0	4	7518	4783	0	0
巾	mao	冒—帽	首根	True	2388	5726	2388	920	1362	3	120
巾	zhou	州—帚	末根	False	110	6863	110	826	3232	134	0
巾	zhou	帚—洲	末根	False	110	110	3377	3232	1190	0	4
巾	fu	匐—幅	首根	True	28	28	1274	3964	1800	0	0
巾	wei	帏—闱	首根	True	1	1	1	5055	5256	0	0
巾	wei	帷—闱	首根	False	1	59	1	3569	5256	0	0
巾	chuang	幢—闯	首根	False	0	0	1844	2441	1553	437	0
巾	fu	匐—幞	首根	False	0	28	0	3964	5841	0	0
巾	jie	介—褯	末根	False	0	7695	0	773	7315	1	0
巾	jie	价—褯	末根	False	0	0	0	701	7315	84	0
巾	jie	玠—褯	末根	False	0	0	0	6514	7315	0	0
巾	jie	界—褯	末根	False	0	15931	0	430	7315	64	0
巾	jie	疥—褯	末根	False	0	8	0	4504	7315	0	0
巾	jie	芥—褯	末根	False	0	187	0	2804	7315	40	0
巾	jie	蚧—褯	末根	False	0	0	0	7235	7315	0	0
巾	jie	褯—阶	末根	False	0	0	1534	7315	1676	0	6
巾	jie	褯—骱	末根	False	0	0	0	7315	7756	0	0
争字底	yin	尹—引	首根	False	134	134	9262	3095	669	4	35
聿	lv	律—率	末根	False	2067	12024	2067	547	1284	4	135
聿	zhao	罩—肇	末根	False	143	1260	143	1806	3078	0	0
聿	lv	垏—率	末根	False	0	0	2067	5601	1284	0	135
聿	lv	率—葎	末根	False	0	2067	0	1284	7147	135	0
聿	yu	聿—鬻	首根	False	0	0	0	6988	7775	0	0
聿	zhao	棹—肇	末根	False	0	0	143	6121	3078	0	0
彐	xun	寻—迅	首根	False	597	5826	597	904	2267	6	0
彐	zhou	帚—粥	首根	False	110	110	152	3232	2965	0	19
彐	xue	谑—雪	末根	False	16	16	3711	4234	1137	0	20
彐	xue	谑—鳕	末根	False	16	16	41	4234	3780	0	1
彐	cheng	丞—铛	末根	False	0	4	0	4704	3005	0	22
彐	cheng	憕—铛	末根	False	0	0	0	5924	3005	0	22
彐	cheng	橙—铛	末根	False	0	507	0	2352	3005	6	22
彐	cheng	澄—铛	末根	False	0	4	0	2765	3005	10	22
彐	xun	迅—𬩽	首根	False	0	597	0	2267	8052	0	0
彑	yi	乙—彝	首根	False	2	217	2	2817	4897	1	0
尧	yao	姚—尧	末根	False	5	20	5	4120	4649	0	0
尧	yao	侥—姚	末根	False	0	0	20	3156	4120	0	0
尧	yao	侥—珧	末根	False	0	0	0	3156	6540	0	0
尧	yao	侥—铫	末根	False	0	0	0	3156	7588	0	0
尧	yao	姚—峣	末根	False	0	20	0	4120	5784	0	0
尧	yao	尧—珧	末根	False	0	5	0	4649	6540	0	0
尧	yao	尧—铫	末根	False	0	5	0	4649	7588	0	0
尧	yao	峣—珧	末根	False	0	0	0	5784	6540	0	0
尧	yao	峣—铫	末根	False	0	0	0	5784	7588	0	0
居	ju	剧—局	首根	False	8094	8094	11992	718	523	313	844
居	ju	局—居	首根	False	7176	11992	7176	523	814	844	21
居	ju	剧—屦	首根	False	0	8094	0	718	5759	313	0
居	ju	居—屦	首根	False	0	7176	0	814	5759	21	0
乃	xiu	修—秀	末根	False	5012	7655	5012	764	984	144	50
乃	xiu	修—锈	末根	False	231	7655	231	764	2782	144	3
乃	xiu	修—绣	末根	False	176	7655	176	764	2943	144	0
乃	nai	乃—耏	末根	False	0	565	0	2288	6969	9	0
乃	nai	奶—耏	末根	False	0	8033	0	739	6969	4	0
乃	nai	氖—耏	末根	False	0	10	0	4405	6969	0	0
乃	nai	耏—艿	末根	False	0	0	0	6969	7051	0	0
乃	xiu	修—琇	末根	False	0	7655	0	764	6553	144	0
黑	qu	曲—黢	首根	False	4	5087	4	974	4789	34	0
黑	qing	圊—黥	首根	False	0	0	0	5571	7881	0	0
黑	yan	墕—黡	末根	False	0	0	0	5669	7880	0	0
黑	yan	嫣—黡	末根	False	0	0	0	5732	7880	0	0
黑	yan	嬿—黡	末根	False	0	0	0	5741	7880	0	0
黑	yan	扊—黡	末根	False	0	0	0	5944	7880	0	0
黑	yan	掞—黡	末根	False	0	0	0	5963	7880	0	0
黑	yan	棪—黡	末根	False	0	0	0	6118	7880	0	0
黑	yan	漹—黡	末根	False	0	0	0	6361	7880	0	0
黑	yan	炎—黡	末根	False	0	808	0	2058	7880	17	0
黑	yan	焉—黡	末根	False	0	167	0	2985	7880	0	0
黑	yan	焱—黡	末根	False	0	0	0	6431	7880	0	0
黑	yan	燕—黡	末根	False	0	307	0	2637	7880	3	0
黑	yan	琰—黡	末根	False	0	0	0	6569	7880	0	0
黑	you	囿—黝	首根	False	0	0	31	5569	3928	0	0
莫	mo	模—默	末根	False	3195	7374	3195	707	1135	540	548
莫	mo	莫—默	末根	False	3195	4101	3195	986	1135	886	548
莫	mo	摸—默	末根	False	2738	2738	3195	1308	1135	1	548
莫	mo	漠—默	末根	False	1004	1004	3195	1937	1135	5	548
莫	mo	膜—默	末根	False	632	632	3195	2207	1135	30	548
莫	mo	寞—默	末根	False	470	470	3195	2399	1135	0	548
莫	mo	茉—莫	首根	False	256	256	4101	2745	986	0	886
莫	mo	莫—蘑	首根	False	239	4101	239	986	2774	886	0
莫	mu	募—苜	首根	False	28	489	28	2370	3974	2	0
莫	mu	墓—苜	首根	False	28	1449	28	1720	3974	0	0
莫	mu	幕—苜	首根	False	28	2607	28	1335	3974	9	0
莫	mu	慕—苜	首根	False	28	690	28	2159	3974	8	0
莫	mu	暮—苜	首根	True	28	69	28	3456	3974	3	0
莫	mo	摹—茉	首根	False	21	21	256	4099	2745	0	0
莫	mo	摹—蘑	首根	False	21	21	239	4099	2774	0	0
莫	mo	馍—默	末根	False	16	16	3195	4236	1135	0	548
莫	mo	谟—默	末根	False	11	11	3195	4113	1135	10	548
莫	mo	貘—默	末根	False	4	4	3195	4761	1135	0	548
莫	mo	茉—蓦	首根	False	3	256	3	2745	4839	0	0
莫	mo	蓦—蘑	首根	False	3	3	239	4839	2774	0	0
莫	mao	芼—鄚	首根	False	0	0	0	7072	7521	0	0
莫	mao	茂—鄚	首根	False	0	98	0	3184	7521	20	0
莫	mao	茅—鄚	首根	False	0	203	0	2840	7521	4	0
莫	mao	茆—鄚	首根	False	0	0	0	7089	7521	0	0
莫	mo	嫫—默	末根	False	0	0	3195	5734	1135	0	548
莫	mo	摹—藦	首根	True	0	21	0	4099	7216	0	0
莫	mo	瘼—默	末根	False	0	0	3195	6660	1135	0	548
莫	mo	莫—藦	首根	False	0	4101	0	986	7216	886	0
莫	mo	蓦—藦	首根	False	0	3	0	4839	7216	0	0
莫	mo	镆—默	末根	False	0	0	3195	7610	1135	0	548
毛	hao	号—毫	末根	False	4713	21542	4713	339	1017	29	72
毛	hao	号—耗	末根	False	816	21542	816	339	2066	29	1
毛	qiao	巧—撬	末根	False	287	5294	287	954	2683	27	0
毛	qiao	撬—窍	末根	False	287	287	372	2683	2546	0	0
毛	qiao	巧—橇	末根	False	220	5294	220	954	2813	27	0
毛	qiao	橇—窍	末根	False	220	220	372	2813	2546	0	0
毛	bi	弼—笔	末根	False	65	65	5664	3429	925	10	29
毛	hao	号—蚝	末根	False	13	21542	13	339	4229	29	3
毛	bi	弼—滗	末根	False	0	65	0	3429	6341	10	0
毛	lu	氇—甪	首根	False	0	0	0	6196	6620	0	0
毛	shu	毹—鼠	末根	False	0	0	2598	6193	1333	0	21
毛	yi	乙—尾	末根	False	0	217	0	2817	1244	1	118
毛	yi	亿—尾	末根	False	0	1371	0	1686	1244	150	118
毛	yi	呓—尾	末根	False	0	11	0	4362	1244	0	118
毛	yi	尾—屹	末根	False	0	0	38	1244	3813	118	0
毛	yi	尾—忆	末根	False	0	0	3781	1244	1125	118	2
毛	yi	尾—枍	末根	False	0	0	0	1244	6068	118	0
毛	yi	尾—艺	末根	False	0	0	4266	1244	1056	118	124
毛	yi	尾—钇	末根	False	0	0	0	1244	7564	118	0
皮	bi	彼—蔽	末根	False	466	3382	466	1127	2407	392	0
皮	bi	彼—敝	末根	False	15	3382	15	1127	4247	392	0
皮	bi	彼—愎	末根	False	3	3382	3	1127	4718	392	1
皮	jun	俊—皲	末根	False	1	598	1	1985	5125	329	0
皮	jun	峻—皲	末根	False	1	113	1	3200	5125	2	0
皮	jun	浚—皲	末根	False	1	1	1	5099	5125	0	0
皮	jun	皲—竣	末根	False	1	1	7	5125	4555	0	0
皮	jun	皲—骏	末根	False	1	1	40	5125	3533	0	23
皮	bi	愎—诐	末根	False	0	3	0	4718	7352	1	0
皮	bi	敝—诐	末根	False	0	15	0	4247	7352	0	0
皮	bi	蔽—诐	末根	False	0	466	0	2407	7352	0	0
皮	jun	晙—皲	末根	False	0	0	1	3784	5125	41	0
皮	jun	焌—皲	末根	False	0	0	1	6424	5125	0	0
皮	jun	畯—皲	末根	False	0	0	1	6630	5125	0	0
皮	jun	皲—葰	末根	False	0	1	0	5125	7154	0	0
击	ji	击—技	首根	False	5226	16899	5226	412	966	19	7
击	ji	击—挤	首根	False	1438	16899	1438	412	1723	19	0
击	ji	偈—击	末根	False	0	0	16899	5431	412	0	19
击	ji	击—掎	首根	False	0	16899	0	412	5962	19	0
见	xian	先—现	末根	False	71227	71227	137777	115	55	26	0
