汉字	最终规范拆分	编码首根	编码末根
㥕	火 ＋ 火 ＋ 心	火	忄
䙺	火 ＋ 目 ＋ 儿	火	儿
簾	竹头 ＋ 广 ＋ 兼	竹	兼
籢	竹头 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人 ＋ 攵	竹	又
籨	竹头 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人 ＋ ⺈ ＋ 人	竹	人
褳	衤 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	礻	辶
濓	氵 ＋ 立 ＋ 丿 ＋ 肀 ＋ 丨 ＋ 八	氵	八
㶑	氵 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人 ＋ ⺈ ＋ 人	氵	人
澰	氵 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人	氵	人
瀲	氵 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人 ＋ 攵	氵	又
鄻	夫 ＋ 夫 ＋ 一 ＋ 日 ＋ 十 ＋ 阝	大	卩
㶌	氵 ＋ 耳 ＋ 幺 ＋ 幺 ＋ 折 ＋ 川 ＋ 一	氵	横
輦	夫 ＋ 夫 ＋ 一 ＋ 日 ＋ 十	大	十
薕	艹 ＋ 广 ＋ 兼	艹	兼
蘝	艹 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人 ＋ ⺈ ＋ 人	艹	人
蘞	艹 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人 ＋ 攵	艹	又
萰	艹 ＋ 柬	艹	束
蓮	艹 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	艹	辶
㺦	犭 ＋ 耳 ＋ 幺 ＋ 幺 ＋ 折 ＋ 川 ＋ 一	犭	横
䆂	禾 ＋ 广 ＋ 兼	禾	兼
㟀	禾 ＋ 山	禾	山
覝	干 ＋ 火 ＋ 目 ＋ 儿	干	儿
㾾	疒 ＋ 兼	广	兼
螊	虫 ＋ 兼	虫	兼
䥥	全字头 ＋ 金字底 ＋ 立 ＋ 丿 ＋ 肀 ＋ 丨 ＋ 八	人	八
䭑	全字头 ＋ 丶 ＋ 即字旁 ＋ 兼	人	兼
亷	立 ＋ 丿 ＋ 肀 ＋ 丨 ＋ 八	立	八
鎌	全字头 ＋ 金字底 ＋ 兼	人	兼
鐮	全字头 ＋ 金字底 ＋ 广 ＋ 兼	人	兼
㪘	全字头 ＋ 一 ＋ 口 ＋ 人 ＋ 攵	人	又
㰸	全字头 ＋ 一 ＋ 口 ＋ 人 ＋ ⺈ ＋ 人	人	人
斂	全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人 ＋ 攵	人	又
錬	全字头 ＋ 金字底 ＋ 一 ＋ 申 ＋ 丿 ＋ 丶	人	点
鏈	全字头 ＋ 金字底 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	人	辶
䁠	目 ＋ 兼	日	兼
劆	广 ＋ 兼 ＋ 刂	广	刀
㢘	广 ＋ 丷 ＋ 一 ＋ 折 ＋ 二 ＋ 丨 ＋ 丨 ＋ 灬	广	火
鬑	一 ＋ 卢字头 ＋ 二 ＋ 厶 ＋ 彡 ＋ 兼	横	兼
䏈	耳 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 糸	耳	纟
聯	耳 ＋ 幺 ＋ 幺 ＋ 折 ＋ 川 ＋ 一	耳	横
聨	耳 ＋ 幺 ＋ 幺 ＋ 廾	耳	艹
㦁	一 ＋ 日 ＋ 十 ＋ 辶 ＋ 心	横	忄
聫	耳 ＋ 幺 ＋ 幺 ＋ 大	耳	大
聮	耳 ＋ 幺 ＋ 幺 ＋ 灬	耳	火
摙	扌 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	扌	辶
㼓	瓜 ＋ 兼	爫	兼
䌞	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人	纟	人
羷	差字头 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人	美字头	人
練	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 柬	纟	束
纞	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 心	纟	忄
縺	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	纟	辶
㝺	兼 ＋ 少三 ＋ 丿	兼	撇
殮	歹 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人	夕	人
㱨	歹 ＋ 宀 ＋ 定字底	夕	定字底
憐	忄 ＋ 米 ＋ 夕 ＋ 降下角	忄	降下角
䃛	石 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	石	辶
慩	忄 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	忄	辶
匲	匚 ＋ 大 ＋ 口 ＋ 口 ＋ 口	匚	口
奩	大 ＋ 匚 ＋ 口 ＋ 口 ＋ 口	大	口
匳	匚 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人	匚	人
僆	亻 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	亻	辶
䨬	雨头 ＋ 氵 ＋ 木 ＋ 木	雨	木
蹥	足旁 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	足	辶
鰊	鱼省 ＋ 灬 ＋ 柬	鱼	束
翴	习 ＋ 习 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	习	辶
鰱	鱼省 ＋ 灬 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	鱼	辶
鱄	鱼省 ＋ 灬 ＋ 一 ＋ 申 ＋ 一 ＋ 丶 ＋ 寸	鱼	寸
槏	木 ＋ 兼	木	兼
㯬	木 ＋ 木 ＋ 聿 ＋ 廴	木	辶
㰈	木 ＋ 木 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	木	辶
槤	木 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	木	辶
櫣	木 ＋ 艹 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	木	辶
臁	月 ＋ 广 ＋ 兼	月	兼
臉	月 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人	月	人
㪝	柬 ＋ 卢字头 ＋ 又	束	又
㼑	柬 ＋ 瓜	束	爫
堜	土 ＋ 柬	土	束
璉	王 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	王	辶
䜍	言 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	讠	小
尦	八 ＋ 儿 ＋ 勹 ＋ 丶	八	点
爎	火 ＋ 宀 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	火	小
䉼	米 ＋ 斤	米	斤
䑠	舟 ＋ 了	舟	子
炓	火 ＋ 冬字底 ＋ 十	火	十
膋	火 ＋ 火 ＋ 冖 ＋ 青字底	火	月
㵳	氵 ＋ 宀 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	氵	彡
藔	艹 ＋ 宀 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	艹	小
䒿	艹 ＋ 冖 ＋ 青字底	艹	月
䄦	禾 ＋ 了	禾	子
療	疒 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	广	小
竂	宀 ＋ 八 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	宀	小
窷	宀 ＋ 八 ＋ 耳 ＋ 卯	宀	卵
㝋	宀 ＋ 了	宀	子
蟟	虫 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	虫	小
蟉	虫 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	虫	彡
屪	尸 ＋ 宀 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	尸	小
鐐	全字头 ＋ 金字底 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	人	小
鏐	全字头 ＋ 金字底 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	人	彡
釕	全字头 ＋ 金字底 ＋ 了	人	子
飉	风省 ＋ 撇 ＋ 虫 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	几	小
賿	目 ＋ 八 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	日	彡
飂	风省 ＋ 撇 ＋ 虫 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	几	彡
嶚	山 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	山	小
嶛	山 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	山	小
㡻	广 ＋ 卯	广	卵
廫	广 ＋ 月 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	广	彡
䩍	面 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	雨	小
镽	一 ＋ 卢字头 ＋ 二 ＋ 厶 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	横	小
䝀	一 ＋ 口 ＋ 丷 ＋ 一 ＋ 留字头 ＋ 田	横	田
叾	了 ＋ 口	子	口
繚	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	纟	小
暸	日 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	日	小
曢	日 ＋ 宀 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	日	小
敹	卢字头 ＋ 冖 ＋ 釆 ＋ 攵	卜	又
爒	然左角 ＋ 火 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	夕	小
憀	忄 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	忄	彡
尞	大 ＋ 丷 ＋ 日 ＋ 小	大	小
㶫	大 ＋ 丷 ＋ 火	大	火
鷯	大 ＋ 丷 ＋ 日 ＋ 小 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	大	火
䨅	大 ＋ 丷 ＋ 日 ＋ 小 ＋ 隹	大	隹
遼	大 ＋ 丷 ＋ 日 ＋ 小 ＋ 辶	大	辶
蹘	足旁 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	足	彡
鄝	习 ＋ 习 ＋ 全字头 ＋ 彡 ＋ 阝	习	卩
䎆	习 ＋ 习 ＋ 令	习	今
䢧	习 ＋ 习 ＋ 全字头 ＋ 彡 ＋ 辶	习	辶
膫	月 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	月	小
㙩	土 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	土	小
璙	王 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	王	小
豂	八 ＋ 全字头 ＋ 口 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	八	彡
囉	口 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	口	隹
囖	口 ＋ 竹头 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	口	隹
㽋	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 瓦	讠	瓦
犖	火 ＋ 火 ＋ 冖 ＋ 牛	火	牛
爍	火 ＋ 白 ＋ 幺 ＋ 幺 ＋ 木	火	木
䈷	竹头 ＋ 木 ＋ 各	竹	又
笿	竹头 ＋ 各	竹	又
䉓	竹头 ＋ 木 ＋ 日 ＋ 木	竹	木
籮	竹头 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	竹	隹
㴖	氵 ＋ 革	氵	廿
蘿	艹 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	艹	隹
㞅	左字框 ＋ 折 ＋ 日 ＋ 木	十	木
癳	疒 ＋ 田 ＋ 田 ＋ 田 ＋ 糸	广	纟
㿚	疒 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	广	隹
鏍	全字头 ＋ 金字底 ＋ 田 ＋ 糸	人	纟
䊨	亠 ＋ 折 ＋ 口 ＋ 月 ＋ 米 ＋ 几	亠	几
䇔	亠 ＋ 折 ＋ 口 ＋ 月 ＋ 立 ＋ 凡	亠	几
臝	亠 ＋ 折 ＋ 口 ＋ 月 ＋ 日 ＋ 木 ＋ 凡	亠	几
驘	亠 ＋ 折 ＋ 口 ＋ 月 ＋ 一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 凡	亠	几
鸁	亠 ＋ 折 ＋ 口 ＋ 月 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬 ＋ 凡	亠	几
鑼	全字头 ＋ 金字底 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	人	隹
饠	全字头 ＋ 丶 ＋ 即字旁 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	人	隹
㸹	牜 ＋ 爫 ＋ 寸	牛	寸
䀩	目 ＋ 各	日	又
㓢	各 ＋ 刂	又	刀
峈	山 ＋ 各	山	又
洜	各 ＋ 水	又	氵
䎊	各 ＋ 习 ＋ 习	又	习
挼	扌 ＋ 爫 ＋ 女	扌	女
騾	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 田 ＋ 糸	横	纟
㩡	扌 ＋ 石 ＋ 石 ＋ 石	扌	石
䯁	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 亠 ＋ 折 ＋ 口 ＋ 月 ＋ 羊 ＋ 凡	横	几
捰	扌 ＋ 日 ＋ 木	扌	木
攞	扌 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	扌	隹
䮑	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 爫 ＋ 寸	横	寸
覼	一 ＋ 八 ＋ 巾 ＋ 㐅 ＋ 㐅 ＋ 㐅 ＋ 㐅 ＋ 目 ＋ 儿	横	儿
攎	扌 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 田 ＋ 皿	扌	皿
䌱	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 亠 ＋ 折 ＋ 口 ＋ 月 ＋ 立 ＋ 凡	纟	几
䌴	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 亠 ＋ 折 ＋ 口 ＋ 月 ＋ 羊 ＋ 凡	纟	几
罖	罒 ＋ 全字头 ＋ 丶	皿	点
纙	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	纟	隹
羅	罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	皿	隹
邏	罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹 ＋ 辶	皿	辶
曪	日 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	日	隹
硦	石 ＋ 王 ＋ 廾	石	艹
㱻	歹 ＋ 亠 ＋ 折 ＋ 口 ＋ 月 ＋ 羊 ＋ 凡	夕	几
㦬	忄 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	忄	隹
儽	亻 ＋ 田 ＋ 田 ＋ 田 ＋ 糸	亻	纟
㒩	亻 ＋ 折 ＋ 折 ＋ 豕 ＋ 虫 ＋ 虫	亻	虫
㑩	亻 ＋ 罒 ＋ 夕	亻	夕
儸	亻 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	亻	隹
剆	丶 ＋ 即字旁 ＋ 刂	点	刀
覙	⺈ ＋ 小 ＋ 目 ＋ 儿	刀	儿
欙	木 ＋ 田 ＋ 田 ＋ 田 ＋ 糸	木	纟
㰁	木 ＋ 石 ＋ 石 ＋ 石	木	石
欏	木 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	木	隹
頱	爫 ＋ 寸 ＋ 一 ＋ 自 ＋ 八	爫	八
镙	钅 ＋ 田 ＋ 糸	钅	纟
覶	爫 ＋ 龴 ＋ 冂 ＋ 厶 ＋ 又 ＋ 目 ＋ 儿	爫	儿
鴼	丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬 ＋ 各	撇	又
躶	身 ＋ 日 ＋ 木	向	木
腡	月 ＋ 见二 ＋ 折 ＋ 冂 ＋ 口	月	口
㼈	王 ＋ 罒 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 隹	王	隹
哷	口 ＋ 爫 ＋ 寸	口	寸
燤	火 ＋ 艹 ＋ 日 ＋ 禺字底	火	禸
㽟	田 ＋ 爫 ＋ 寸	田	寸
䉭	竹头 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	竹	折
浖	氵 ＋ 爫 ＋ 寸	氵	寸
䓟	艹 ＋ 周字框 ＋ 土 ＋ 口	艹	口
茢	艹 ＋ 歹 ＋ 刂	艹	刀
劦	力 ＋ 力 ＋ 力	力	力
獵	犭 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	犭	折
猟	犭 ＋ 丶 ＋ 丷 ＋ 风省 ＋ 举字底	犭	扌
䅀	禾 ＋ 歹 ＋ 刂	禾	刀
蛚	虫 ＋ 歹 ＋ 刂	虫	刀
㼲	而 ＋ 大 ＋ 瓦	雨	瓦
䪉	革 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	廿	折
犣	牜 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	牛	折
颲	风省 ＋ 撇 ＋ 虫 ＋ 歹 ＋ 刂	几	刀
睙	目 ＋ 户 ＋ 犬	日	大
䁽	目 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	日	折
㧜	扌 ＋ 匚 ＋ 巾	扌	巾
挒	扌 ＋ 歹 ＋ 刂	扌	刀
挘	扌 ＋ 少三 ＋ 丿 ＋ 力	扌	力
鬛	一 ＋ 卢字头 ＋ 二 ＋ 厶 ＋ 彡 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	横	折
聗	耳 ＋ 左字框 ＋ 人 ＋ 人 ＋ 丶	耳	点
䋑	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 一 ＋ 冂 ＋ 人	纟	人
㲱	毛 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	毛	折
毟	少三 ＋ 丿 ＋ 毛	小	毛
㬯	日 ＋ 亠 ＋ 折 ＋ 口 ＋ 月 ＋ 羊 ＋ 凡	日	几
姴	歹 ＋ 刂 ＋ 女	夕	女
烮	歹 ＋ 刂 ＋ 火	夕	火
劽	歹 ＋ 刂 ＋ 力	夕	力
忚	忄 ＋ 也	忄	也
㤠	歹 ＋ 刂 ＋ 心	夕	忄
鮤	歹 ＋ 刂 ＋ 鱼省 ＋ 灬	夕	火
鴷	歹 ＋ 刂 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	夕	火
迾	歹 ＋ 刂 ＋ 辶	夕	辶
䟩	足旁 ＋ 土 ＋ 厶	足	厶
䟹	足旁 ＋ 爫 ＋ 寸	足	寸
栵	木 ＋ 歹 ＋ 刂	木	刀
㭞	木 ＋ 少三 ＋ 丿 ＋ 力	木	力
䝓	豕 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	豕	折
㭩	木 ＋ 爫 ＋ 寸	木	寸
巤	巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	巛	折
煭	巛 ＋ 歹 ＋ 刂 ＋ 灬	巛	火
䜲	八 ＋ 全字头 ＋ 口 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	八	折
奊	土 ＋ 土 ＋ 一 ＋ 折 ＋ 丶	土	点
埓	土 ＋ 撇 ＋ 丶 ＋ 丶 ＋ 撇 ＋ 寸	土	寸
㽞	口 ＋ 口 ＋ 田	口	田
嚠	口 ＋ 留字头 ＋ 金 ＋ 刂	口	刀
媹	女 ＋ 留字头 ＋ 田	女	田
嬼	女 ＋ 留字头 ＋ 金 ＋ 刂	女	刀
㚹	女 ＋ 卯	女	卵
㶯	火 ＋ 卯	火	卵
熮	火 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	火	彡
畂	田 ＋ 久	田	又
䉧	竹头 ＋ 留字头 ＋ 金 ＋ 刂	竹	刀
裗	衤 ＋ 亠 ＋ 厶 ＋ 荒字底	礻	竖
澑	氵 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	氵	田
瀏	氵 ＋ 留字头 ＋ 金 ＋ 刂	氵	刀
沠	氵 ＋ 爪	氵	爫
蒥	艹 ＋ 留字头 ＋ 田	艹	田
藰	艹 ＋ 留字头 ＋ 金 ＋ 刂	艹	刀
蓅	艹 ＋ 氵 ＋ 亠 ＋ 厶 ＋ 荒字底	艹	竖
羀	冂 ＋ 㐅 ＋ 㐅 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	匚	田
癅	疒 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	广	田
䗜	虫 ＋ 留字头 ＋ 田	虫	田
䶉	臼 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 留字头 ＋ 田	白	田
鎦	全字头 ＋ 金字底 ＋ 留字头 ＋ 田	人	田
鐂	全字头 ＋ 金字底 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	人	田
餾	全字头 ＋ 丶 ＋ 即字旁 ＋ 留字头 ＋ 田	人	田
鉚	全字头 ＋ 金字底 ＋ 卯	人	卵
㐬	亠 ＋ 厶 ＋ 荒字底	亠	竖
鋶	全字头 ＋ 金字底 ＋ 亠 ＋ 厶 ＋ 荒字底	人	竖
飀	风省 ＋ 撇 ＋ 虫 ＋ 留字头 ＋ 田	几	田
飅	风省 ＋ 撇 ＋ 虫 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	几	田
䬟	风省 ＋ 撇 ＋ 虫 ＋ 留字头 ＋ 金 ＋ 刂	几	刀
陸	阝 ＋ 土 ＋ 八 ＋ 土	卩	土
嵧	山 ＋ 留字头 ＋ 田	山	田
廇	广 ＋ 留字头 ＋ 田	广	田
麍	鹿 ＋ 亠 ＋ 厶 ＋ 荒字底	鹿	竖
畱	一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	横	田
騮	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 留字头 ＋ 田	横	田
驑	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	横	田
鬸	鬲 ＋ 留字头 ＋ 田	鬲	田
㧕	扌 ＋ 卯	扌	卵
駠	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 卯	横	卵
駵	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 丌 ＋ 匚 ＋ 折 ＋ 一	横	横
綹	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 夂 ＋ 卜 ＋ 口	纟	口
劉	留字头 ＋ 金 ＋ 刂	夕	刀
鶹	留字头 ＋ 田 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	夕	火
磂	石 ＋ 留字头 ＋ 田	石	田
懰	忄 ＋ 留字头 ＋ 金 ＋ 刂	忄	刀
磟	石 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	石	彡
僂	亻 ＋ 口 ＋ 一 ＋ 口 ＋ 丨 ＋ 女	亻	女
畄	丶 ＋ 丷 ＋ 田	点	田
蹓	足旁 ＋ 留字头 ＋ 田	足	田
霤	雨头 ＋ 留字头 ＋ 田	雨	田
䄂	礻 ＋ 由	礻	田
㽌	雨头 ＋ 留字头 ＋ 田 ＋ 瓦	雨	瓦
䱞	鱼省 ＋ 灬 ＋ 大 ＋ 示	鱼	示
鰡	鱼省 ＋ 灬 ＋ 留字头 ＋ 田	鱼	田
䱖	鱼省 ＋ 灬 ＋ 丌 ＋ 匚 ＋ 折 ＋ 一	鱼	横
䚧	角 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	角	彡
翏	习 ＋ 习 ＋ 全字头 ＋ 彡	习	彡
鷚	习 ＋ 习 ＋ 全字头 ＋ 彡 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	习	火
雡	习 ＋ 习 ＋ 全字头 ＋ 彡 ＋ 隹	习	隹
橮	木 ＋ 留字头 ＋ 目 ＋ 八	木	八
橊	木 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	木	田
栁	木 ＋ 夕 ＋ 卩	木	卩
桞	木 ＋ 夕 ＋ 阝	木	卩
桺	木 ＋ 丌 ＋ 匚 ＋ 折 ＋ 一	木	横
斿	方 ＋ 卧人 ＋ 子	方	子
旈	方 ＋ 亠 ＋ 厶 ＋ 荒字底	方	竖
塯	土 ＋ 留字头 ＋ 田	土	田
瑠	王 ＋ 留字头 ＋ 田	王	田
璢	王 ＋ 一 ＋ 丨 ＋ 丨 ＋ 匚 ＋ 折 ＋ 一 ＋ 田	王	田
㡩	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 巾	讠	巾
䜌	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 糸	讠	纟
㝈	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 子 ＋ 子	讠	子
孿	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 子	讠	子
㱍	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ ⺈ ＋ 人	讠	人
臠	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 冂 ＋ 人 ＋ 人	讠	人
巒	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 山	讠	山
鑾	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 金	讠	钅
灓	言 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 水	讠	氵
