word	code	score	groups	written	dialogue	subtitle	simple	tiger	ice
海参	hdcj	1.961462787278219	6	0.19322527726916638	0.19071776060870793	0.06281489674146101	1	1	1
曼联	mjlm	1.9614512491876397	6	0.18044490706346794	0.21249730649450715	0.052823740206630054	1	1	1
废水	fwuv	1.9614431147059581	6	0.2934299795355263	0.09199691842539937	0.06902395793100591	1	1	1
锁链	solm	1.961440776228025	6	0.2192347441504635	0.09025445855143177	0.13925252856200587	1	1	1
邪教	xpjn	1.9614106018541313	5	0.2938610269183184	0	0.16059797657857633	1	1	1
如若	ruro	1.961368931688261	6	0.21393565579724538	0.1651059592420725	0.06923722901297891	1	1	1
去留	qulq	1.9613561490592075	6	0.19918516024526467	0.11983680652039475	0.1281123909910591	1	1	1
胸腔	xsql	1.9613188106872528	5	0.2820523982738308	0	0.17142764058358162	1	1	1
手提	uzti	1.9613114800002514	6	0.18701804001818778	0.13413073869803205	0.1250152859007574	1	1	1
年后	nmhz	1.9613098762765175	5	0.20602996367517956	0.2415953229740787	0	1	1	1
剔除	tiiu	1.9612550772552728	6	0.2399158976997975	0.1123205085568818	0.09795333760889968	1	1	1
全州	qrvz	1.9612181976271135	6	0.2593698719688262	0.10939754620136877	0.08289041630980198	1	1	1
结算	jpsr	1.9612177224910408	5	0.341830269735512	0	0.1161703067757126	1	1	1
起家	qijx	1.96120570581627	6	0.24648853063583986	0.10287247527179033	0.10129634707687285	1	1	1
